"","Clim01","Clim02","Clim03","Clim04","Clim05","Clim06","Clim07","Clim08","Clim09","Clim10","Clim11","Clim12","Clim13","Clim14","Clim15","Clim16","Clim17","Clim18","Clim19","dem","arachide"
"594",255,129,69,1758,332,146,186,271,239,272,230,391,146,0,155,346,0,227,2,46,433
"595",255,131,69,1865,334,145,189,273,238,273,228,380,144,0,154,334,0,226,2,41,40
"596",253,123,66,2082,333,147,186,276,240,277,227,337,126,0,151,296,0,266,2,26,200
"597",245,100,59,2425,320,153,167,275,222,277,220,286,108,0,155,246,0,232,1,5,667
"598",260,142,69,1768,347,144,203,274,248,276,232,434,163,0,147,372,1,264,3,43,250
"599",276,158,63,2033,397,149,248,279,276,300,246,480,155,0,137,399,1,33,3,35,375
"600",271,158,65,1948,388,145,243,277,268,292,241,465,162,0,144,394,0,32,2,43,300
"601",263,144,70,1626,348,145,203,275,243,278,237,531,209,0,153,467,1,330,1,24,500
"602",272,158,65,1952,388,145,243,277,269,293,241,467,162,0,145,396,0,32,1,46,125
"603",251,123,66,2037,330,146,184,274,227,274,225,351,133,0,154,310,0,278,0,43,100
"604",275,159,67,1828,384,148,236,284,269,293,246,549,201,0,149,474,0,140,2,22,367
"605",275,141,67,1415,370,160,210,278,274,288,252,694,247,0,144,585,0,53,2,21,563
"606",271,154,64,2055,385,147,238,278,282,293,239,409,141,0,141,347,1,110,4,45,200
"607",263,147,70,1621,352,144,208,275,253,279,238,537,210,0,154,471,1,333,2,23,500
"608",271,160,65,1896,388,144,244,277,269,291,241,536,189,0,144,454,0,37,2,41,360
"609",267,156,66,1876,378,143,235,275,262,287,237,475,171,0,147,410,0,131,2,53,200
"610",260,142,69,1768,347,144,203,274,248,276,232,434,163,0,147,372,1,264,3,43,300
"611",268,150,69,1619,364,147,217,277,260,283,242,570,217,0,152,498,0,139,2,10,444
"612",272,160,65,1857,389,145,244,276,271,293,244,546,187,0,142,459,0,39,2,38,1000
"613",275,159,67,1828,384,148,236,284,269,293,246,549,201,0,149,474,0,140,2,22,300
"614",284,157,62,2308,404,154,250,292,297,309,249,407,133,0,141,339,1,25,3,24,600
"615",271,133,68,1323,356,162,194,278,267,282,250,729,265,0,146,621,0,207,2,2,1000
"616",267,151,66,1918,373,145,228,276,259,286,236,419,149,0,147,358,1,109,3,56,33
"617",267,140,68,1587,354,150,204,276,259,281,241,598,228,0,152,521,0,148,2,15,350
"618",273,160,65,1852,390,146,244,277,271,293,244,550,189,0,143,464,0,39,2,38,600
"619",264,150,69,1669,359,142,217,275,256,280,238,540,209,0,152,474,0,127,1,24,500
"620",262,143,70,1582,348,145,203,274,242,277,237,512,198,0,154,450,1,315,1,30,400
"621",265,147,70,1605,355,145,210,275,266,280,239,559,218,0,154,491,0,131,2,19,30
"622",273,160,65,1898,391,146,245,277,272,295,244,532,182,0,141,446,0,39,2,27,400
"623",256,134,70,1844,336,145,191,273,240,274,229,386,145,0,150,336,1,229,3,44,165
"624",272,160,65,1857,389,145,244,276,271,293,244,546,187,0,142,459,0,39,2,38,63
"625",274,159,64,2018,395,147,248,277,275,299,244,503,163,0,140,416,0,37,3,55,75
"626",256,135,69,1896,337,144,193,274,249,275,228,372,140,0,150,326,0,220,2,41,88
"627",285,157,62,2254,406,155,251,292,282,310,251,420,138,0,137,350,1,27,3,15,250
"628",273,161,66,1841,388,146,242,278,270,292,244,550,192,0,145,468,0,36,2,40,1333
"629",273,161,66,1833,389,147,242,278,271,293,245,555,190,0,142,471,0,37,2,37,303
"630",274,158,66,1764,386,148,238,281,271,292,247,574,197,0,145,490,0,161,2,24,225
"631",273,160,65,1898,391,146,245,277,272,295,244,532,182,0,141,446,0,39,2,27,200
"632",262,144,70,1613,349,145,204,274,243,277,237,495,189,0,152,435,0,302,1,33,250
"633",274,161,66,1893,389,146,243,281,270,294,244,544,192,0,144,465,0,153,2,32,490
"634",274,135,67,1301,366,165,201,277,274,286,253,739,267,0,144,623,0,56,2,22,300
"635",252,125,69,1862,328,147,181,272,235,272,227,370,139,0,157,328,0,292,2,49,3500
"636",271,133,68,1323,356,162,194,278,267,282,250,729,265,0,146,621,0,207,2,3,110
"637",273,161,66,1830,388,146,242,279,269,292,244,551,192,0,145,469,0,36,2,39,340
"638",275,159,64,2009,395,147,248,278,275,299,245,476,156,0,141,397,0,32,3,34,0
"639",252,124,68,1843,328,147,181,271,235,272,228,370,139,0,157,328,0,292,2,50,350
"640",269,149,67,1685,368,147,221,277,264,286,242,599,222,0,151,519,0,153,2,6,308
"641",277,160,67,1841,387,149,238,286,272,295,248,550,198,0,149,474,0,144,2,13,300
"642",263,144,70,1642,350,145,205,275,242,278,237,487,184,0,153,427,0,296,1,23,384
"643",255,129,68,1762,334,147,187,272,240,273,230,398,148,0,152,351,0,232,2,42,100
"644",265,151,69,1634,360,143,217,276,256,280,239,549,213,0,155,483,0,129,1,18,240
"645",270,129,68,1241,353,164,189,277,266,280,250,758,277,0,145,646,0,217,2,9,800
"646",258,139,70,1814,341,144,197,274,245,276,230,420,158,0,147,362,1,254,3,42,833
"647",259,140,70,1836,343,144,199,275,245,277,231,386,143,0,149,334,1,226,3,50,333
"648",268,155,68,1716,370,143,227,278,261,285,241,560,212,0,152,489,0,136,2,19,0
"649",274,161,66,1865,388,146,242,281,269,293,245,539,192,0,147,462,0,149,2,27,3500
"650",258,139,70,1814,341,144,197,274,245,276,230,420,158,0,147,362,1,254,3,46,500
"651",269,156,68,1763,373,145,228,279,262,287,242,544,201,0,148,469,1,135,3,30,150
"652",272,155,64,2079,388,148,240,280,267,295,240,413,142,0,143,351,1,113,3,33,0
"653",271,158,65,1981,387,145,242,277,267,292,240,460,160,0,143,390,0,32,2,53,313
"654",253,123,66,2082,333,147,186,276,240,277,227,337,126,0,151,296,0,266,2,26,400
"655",275,160,65,1824,391,147,244,280,274,295,247,564,188,0,140,475,1,39,3,32,400
"656",272,161,66,1868,388,145,243,278,270,292,243,545,191,0,143,462,0,37,2,36,1500
"657",276,160,66,1843,389,148,241,284,272,295,248,551,192,0,147,472,0,152,2,25,750
"658",269,149,67,1685,368,147,221,277,264,286,242,599,222,0,151,519,0,153,2,6,200
"659",265,151,68,1688,362,143,219,276,256,281,238,515,191,0,151,446,1,122,3,41,606
"660",270,159,66,1908,383,143,240,277,265,290,239,512,188,0,148,442,0,140,2,35,333
"661",269,160,65,1910,385,142,243,276,249,290,239,534,198,0,147,459,0,148,1,27,150
"662",265,147,69,1602,356,145,211,276,267,280,240,560,218,0,154,491,0,132,2,20,300
"663",271,136,68,1333,359,161,198,277,268,283,250,707,254,0,146,600,0,202,2,24,1000
"664",255,131,69,1865,334,145,189,273,238,273,228,380,144,0,154,334,0,226,2,41,48
"665",262,143,70,1658,348,145,203,275,242,278,236,483,183,0,152,424,0,294,1,29,94
"666",255,131,69,1865,334,145,189,273,238,273,228,380,144,0,154,334,0,226,2,41,0
"667",274,140,67,1368,368,161,207,278,273,287,252,709,252,0,142,597,0,55,2,22,1000
"668",263,146,70,1631,351,143,208,275,243,278,237,524,204,0,155,461,1,324,1,29,83
"669",252,124,68,1853,328,147,181,271,234,272,227,364,137,0,154,322,0,287,2,50,400
"670",271,160,65,1875,387,143,244,277,267,290,241,539,194,0,146,459,0,152,2,31,233
"671",277,160,66,1873,390,149,241,286,272,297,249,549,195,0,147,472,0,147,2,17,800
"672",271,152,66,1690,375,147,228,276,268,287,244,598,215,0,148,514,0,160,2,12,308
"673",261,142,68,1901,350,143,207,275,260,278,231,383,139,0,150,329,1,224,4,53,200
"674",272,158,67,1820,381,146,235,282,266,291,244,538,197,0,149,464,0,138,2,29,600
"675",268,155,68,1684,369,144,225,278,261,285,242,561,212,0,152,490,0,137,2,21,0
"676",274,142,66,1459,371,159,212,278,273,288,251,690,245,0,143,581,0,53,2,26,500
"677",262,146,70,1611,350,144,206,275,243,278,237,527,206,0,156,464,1,327,1,26,300
"678",273,158,67,1787,380,146,234,282,267,290,245,562,206,0,150,486,0,143,2,26,275
"679",272,160,65,1916,389,145,244,276,270,293,242,511,176,0,142,430,0,36,2,37,400
"680",272,160,65,1857,389,145,244,276,271,293,244,546,187,0,142,459,0,39,2,39,360
"681",273,160,65,1900,391,146,245,277,271,295,244,532,182,0,141,446,0,39,2,26,400
"682",269,158,66,1861,380,144,236,276,263,288,239,497,180,0,147,429,0,136,2,41,240
"683",271,158,65,1981,387,145,242,277,267,292,240,460,160,0,143,390,0,32,2,53,318
"684",273,161,66,1830,388,146,242,279,269,292,244,551,192,0,145,469,0,36,2,35,167
"685",271,155,64,2002,386,147,239,277,250,292,240,436,153,0,143,370,1,31,2,51,104
"686",274,160,65,1802,390,147,243,278,274,295,247,570,189,0,141,479,0,41,2,40,250
"687",268,151,65,1978,375,145,230,277,276,288,236,408,143,0,142,347,1,105,4,54,100
"688",284,157,63,2177,403,156,247,291,261,307,251,420,139,0,138,350,2,27,3,33,0
"689",272,158,67,1796,379,146,233,281,266,290,244,558,206,0,149,483,0,140,2,23,500
"690",265,152,69,1632,361,143,218,276,256,280,239,538,206,0,154,471,0,127,2,21,400
"691",266,152,68,1746,364,143,221,276,257,283,238,524,195,0,150,454,1,125,3,42,242
"692",272,160,66,1876,386,146,240,280,267,292,243,525,191,0,148,453,0,144,2,18,80
"693",267,152,66,1938,374,144,230,276,260,286,236,420,149,0,143,358,1,110,3,55,2742
"694",272,161,66,1867,388,145,243,278,270,292,243,545,191,0,143,462,0,37,2,35,225
"695",274,158,67,1757,383,148,235,282,269,292,247,568,203,0,147,489,0,151,2,14,333
"696",276,159,64,2023,396,148,248,279,276,300,245,478,155,0,140,397,1,33,3,35,167
"697",275,161,66,1825,390,148,242,280,272,294,246,555,188,0,142,471,1,36,3,31,390
"698",281,157,63,2173,400,154,246,288,294,304,248,415,138,0,141,347,1,26,4,35,88
"699",284,157,63,2253,404,155,249,292,297,309,250,413,136,0,139,344,1,26,3,17,94
"700",274,161,67,1843,387,147,240,281,269,293,245,540,193,0,144,463,0,150,2,29,1913
"701",265,150,68,1738,362,144,218,276,256,282,238,489,178,0,150,423,1,117,3,33,200
"702",269,127,68,1206,350,165,185,276,264,278,250,778,287,0,147,664,0,507,2,7,900
"703",273,161,66,1830,388,146,242,279,269,292,244,551,192,0,145,469,0,36,2,39,605
"704",272,160,65,1926,390,145,245,277,270,293,242,525,182,0,143,443,0,37,2,31,375
"705",283,157,62,2189,404,154,250,289,280,308,250,429,141,0,141,358,1,28,3,48,100
"706",274,147,67,1510,374,155,219,278,272,289,250,630,229,0,147,539,0,43,2,9,700
"707",252,124,68,1861,328,147,181,271,234,272,227,367,138,0,156,325,0,290,2,48,600
"708",255,129,68,1762,334,147,187,272,240,273,230,398,148,0,152,351,0,232,2,42,60
"709",262,144,70,1597,348,144,204,274,242,277,237,527,207,0,156,464,1,327,1,26,500
"710",267,154,67,1833,373,144,229,276,260,286,238,466,168,0,149,405,0,125,2,39,125
"711",279,157,63,2181,399,151,248,286,293,303,246,410,134,0,138,341,1,25,4,30,500
"712",270,157,67,1831,378,145,233,279,263,288,240,507,184,0,147,438,0,134,2,46,650
"713",264,148,70,1624,355,144,211,275,255,279,238,547,214,0,154,480,1,127,2,18,600
"714",270,158,67,1844,379,144,235,279,264,289,241,509,185,0,147,440,0,135,2,41,433
"715",271,160,66,1878,384,145,239,279,266,291,241,525,193,0,148,453,0,144,2,20,450
"716",271,158,66,1851,382,145,237,280,265,291,242,515,187,0,149,445,0,138,2,31,133
"717",274,158,67,1757,383,148,235,282,269,292,247,568,203,0,147,489,0,151,2,14,200
"718",262,146,70,1637,351,144,207,274,251,278,237,513,196,0,153,449,0,314,2,41,267
"719",273,136,68,1315,362,162,200,277,271,285,252,718,257,0,145,606,0,209,2,25,400
"720",252,124,68,1853,328,147,181,271,234,272,227,364,137,0,154,322,0,287,2,48,150
"721",276,159,66,1777,388,149,239,283,272,294,248,559,192,0,145,478,0,157,2,21,188
"722",250,119,66,1987,326,147,179,271,230,272,225,356,135,0,157,315,0,284,2,44,300
"723",273,161,66,1837,389,146,243,278,271,293,245,552,191,0,142,468,0,37,2,34,400
"724",275,159,66,1793,387,148,239,282,272,294,247,566,194,0,143,483,0,159,2,25,125
"725",275,160,66,1874,388,148,240,283,271,295,246,537,192,0,147,462,0,145,2,22,467
"726",255,129,69,1758,332,146,186,271,239,272,230,391,146,0,155,346,0,227,2,46,10500
"727",267,156,66,1896,377,143,234,275,261,286,237,466,167,0,147,401,0,129,2,51,300
"728",266,153,69,1664,363,143,220,276,257,282,239,540,206,0,151,472,0,128,2,25,1200
"729",262,143,70,1582,348,145,203,274,242,277,237,512,198,0,154,450,1,315,1,30,500
"730",272,160,66,1892,386,145,241,280,267,292,242,530,192,0,145,456,0,145,2,23,1500
"731",262,143,70,1658,348,145,203,275,242,278,236,483,183,0,152,424,0,294,1,25,139
"732",270,131,68,1243,356,164,192,276,268,280,250,751,274,0,145,637,0,218,2,45,450
"733",273,154,66,1696,379,149,230,279,270,290,246,593,207,0,145,506,0,163,2,16,250
"734",260,142,69,1768,347,144,203,274,248,276,232,434,163,0,147,372,1,264,3,43,320
"735",263,144,70,1626,348,145,203,275,243,278,237,531,209,0,153,467,1,330,1,25,200
"736",272,161,65,1866,389,145,244,279,270,292,243,548,192,0,144,465,0,37,2,34,600
"737",253,123,66,2082,333,147,186,276,240,277,227,337,126,0,151,296,0,266,2,26,250
"738",260,141,70,1589,344,145,199,273,241,276,236,491,189,0,156,434,0,301,0,39,250
"739",266,153,68,1693,364,142,222,277,257,282,239,542,207,0,151,474,0,128,2,25,688
"740",275,158,66,1809,385,148,237,283,270,293,246,563,200,0,148,484,0,151,2,20,333
"741",268,155,68,1684,369,144,225,278,261,285,242,561,212,0,152,490,0,137,2,22,0
"742",262,146,70,1643,351,144,207,274,242,278,237,514,198,0,155,452,0,317,0,39,67
"743",258,135,69,1906,340,145,195,276,251,277,230,348,127,0,148,302,0,270,3,30,190
"744",272,156,64,2016,389,147,242,279,269,294,241,437,152,0,143,371,1,30,3,51,300
"745",269,158,66,1874,380,144,236,277,264,289,240,501,182,0,148,433,0,137,2,36,400
"746",267,151,66,1918,373,145,228,276,259,286,236,419,149,0,147,358,1,109,3,57,7000
"747",269,151,68,1681,367,146,221,278,262,285,242,573,216,0,152,500,0,142,2,14,300
"748",268,156,68,1696,371,143,228,278,261,285,241,558,211,0,152,487,0,135,2,27,500
"749",272,156,64,2016,389,147,242,279,269,294,241,437,152,0,143,371,1,30,3,50,300
"750",267,154,67,1834,373,144,229,276,260,286,238,469,169,0,146,406,0,126,2,39,300
"751",252,125,67,1999,332,146,186,274,228,275,226,355,134,0,155,313,0,280,0,40,346
"752",271,154,66,1731,377,147,230,278,268,288,244,590,209,0,145,506,0,160,2,20,250
"753",252,125,69,1862,328,147,181,272,235,272,227,370,139,0,157,328,0,292,2,49,600
"754",272,161,65,1890,389,145,244,278,270,293,243,542,189,0,142,458,0,38,2,37,233
"755",266,155,69,1703,366,142,224,277,258,283,239,547,208,0,152,478,0,130,2,25,240
"756",277,160,66,1873,390,149,241,286,272,297,249,549,195,0,147,472,0,147,2,17,225
"757",263,147,70,1608,352,144,208,275,243,279,238,530,207,0,153,466,1,329,1,22,303
"758",275,158,66,1741,386,149,237,281,271,292,247,574,197,0,145,490,0,161,2,23,360
"759",265,150,69,1679,361,144,217,276,255,281,238,515,191,0,151,446,1,122,3,43,250
"760",265,147,69,1616,356,145,211,275,267,280,239,560,218,0,154,491,0,132,2,21,25
"761",275,145,67,1504,372,157,215,279,272,289,251,642,232,0,146,548,0,180,2,11,640
"762",265,153,69,1655,363,142,221,276,257,281,239,542,207,0,151,474,0,128,2,22,300
"763",258,139,69,1880,342,143,199,274,243,276,230,392,146,0,151,340,1,231,3,57,225
"764",268,155,67,1816,374,144,230,278,262,287,239,494,179,0,147,427,0,129,2,37,650
"765",272,159,66,1885,384,146,238,281,267,292,243,519,189,0,146,448,0,141,2,19,100
"766",273,136,68,1315,362,162,200,277,271,285,252,718,257,0,145,606,0,209,2,25,1000
"767",275,159,67,1828,384,148,236,284,269,293,246,549,201,0,149,474,0,140,2,22,500
"768",256,134,70,1844,336,145,191,273,240,274,229,386,145,0,150,336,1,229,3,43,200
"769",251,123,66,2037,330,146,184,274,227,274,225,351,133,0,154,310,0,278,0,43,60
"770",276,159,67,1812,385,148,237,284,270,294,248,552,201,0,147,477,0,142,2,17,233
"771",265,150,68,1738,362,144,218,276,256,282,238,489,178,0,150,423,1,117,3,32,500
"772",268,150,68,1661,365,146,219,278,261,284,241,571,217,0,152,499,0,140,2,11,500
"773",273,160,65,1900,391,146,245,277,271,295,244,532,182,0,141,446,0,39,2,26,400
"774",274,161,65,1823,390,146,244,278,272,294,246,557,190,0,142,471,0,38,2,39,233
"775",251,121,67,1963,327,147,180,272,232,273,225,358,135,0,157,316,0,283,2,43,100
"776",275,160,66,1783,388,148,240,282,272,293,248,564,193,0,143,481,0,36,2,27,600
"777",256,134,70,1844,336,145,191,273,240,274,229,386,145,0,150,336,1,229,3,43,100
"778",263,144,70,1642,350,145,205,275,242,278,237,487,184,0,153,427,0,296,1,23,96
"779",272,155,67,1729,378,147,231,279,267,289,244,584,209,0,147,502,0,155,2,10,400
"780",265,153,69,1655,363,142,221,276,257,281,239,542,207,0,151,474,0,128,2,23,200
"781",256,135,69,1896,337,144,193,274,249,275,228,372,140,0,150,326,0,220,2,43,180
"782",284,157,63,2147,403,157,246,291,296,307,251,417,139,0,142,349,1,26,3,13,150
"783",276,160,66,1864,388,149,239,285,270,295,247,535,193,0,147,461,0,142,2,23,188
"784",275,159,67,1798,385,149,236,284,270,294,247,556,201,0,147,480,0,145,2,20,75
"785",268,159,65,1941,383,142,241,276,264,289,238,501,182,0,147,430,0,139,2,43,300
"786",275,160,65,1808,391,148,243,278,275,295,247,570,189,0,141,479,0,41,2,37,44
"787",273,160,65,1898,391,146,245,277,272,295,244,532,182,0,141,446,0,39,2,27,400
"788",273,154,66,1696,379,149,230,279,270,290,246,593,207,0,145,506,0,163,2,11,60
"789",256,133,70,1794,335,145,190,273,241,273,229,383,144,0,155,337,0,228,2,44,750
"790",252,125,69,1862,328,147,181,272,235,272,227,370,139,0,157,328,0,292,2,49,300
"791",271,130,68,1175,356,166,190,277,268,280,252,755,277,0,146,642,0,219,2,30,1000
"792",258,135,69,1906,340,145,195,276,251,277,230,348,127,0,148,302,0,270,3,30,3571
"793",277,160,67,1841,387,149,238,286,272,295,248,550,198,0,149,474,0,144,2,13,400
"794",263,146,70,1631,351,143,208,275,243,278,237,524,204,0,155,461,1,324,1,29,45
"795",272,145,67,1534,368,154,214,278,269,286,247,635,236,0,149,546,0,169,2,4,500
"796",266,152,68,1746,364,143,221,276,257,283,238,524,195,0,150,454,1,125,3,41,167
"797",263,146,69,1661,352,143,209,275,242,278,237,517,199,0,152,454,1,318,1,39,267
"798",273,158,67,1738,380,147,233,282,267,290,245,562,206,0,150,486,0,143,2,24,300
"799",268,156,68,1696,371,143,228,278,261,285,241,558,211,0,152,487,0,135,2,28,1000
"800",261,142,68,1901,350,143,207,275,260,278,231,383,139,0,150,329,1,224,4,53,250
"801",270,153,67,1681,374,147,227,277,266,287,243,597,216,0,148,514,0,158,2,11,1000
"802",268,157,66,1884,378,143,235,276,262,287,238,485,175,0,147,419,0,133,2,45,300
"803",273,141,67,1429,368,158,210,278,271,286,250,671,241,0,146,571,0,48,2,20,350
"804",274,142,66,1459,371,159,212,278,273,288,251,690,245,0,143,581,0,53,2,23,500
"805",272,159,66,1885,384,146,238,281,267,292,243,519,189,0,146,448,0,141,2,19,208
"806",270,157,67,1831,378,145,233,279,263,288,240,507,184,0,147,438,0,134,2,46,214
"807",267,157,66,1898,378,142,236,275,261,287,237,479,172,0,148,413,0,132,2,53,100
"808",265,151,69,1645,359,143,216,276,256,280,239,543,211,0,153,478,0,127,1,21,583
"809",272,135,68,1300,360,162,198,278,270,283,251,722,259,0,143,611,0,209,2,23,280
"810",272,133,67,1247,360,164,196,277,270,282,252,741,269,0,145,627,0,217,2,29,500
"811",265,150,68,1738,362,144,218,276,256,282,238,489,178,0,150,423,1,117,3,32,133
"812",274,140,67,1368,368,161,207,278,273,287,252,709,252,0,142,597,0,55,2,22,500
"813",286,157,61,2368,409,154,255,291,283,313,250,435,143,0,138,362,1,29,2,18,600
"814",263,148,69,1645,355,143,212,275,253,279,238,537,209,0,154,471,1,125,2,21,556
"815",270,152,67,1672,371,147,224,278,264,286,243,587,217,0,151,509,0,150,2,9,50
"816",273,161,66,1837,389,146,243,278,271,293,245,552,191,0,142,468,0,37,2,35,1000
"817",274,161,65,1823,390,146,244,278,272,294,246,557,190,0,142,471,0,38,2,35,400
"818",272,160,66,1871,385,146,239,280,267,292,243,521,190,0,147,450,0,142,2,16,436
"819",263,148,69,1645,355,143,212,275,253,279,238,537,209,0,154,471,1,125,2,21,750
"820",275,160,65,1819,391,147,244,279,274,295,247,567,189,0,141,478,1,39,3,33,504
"821",274,159,67,1801,382,147,235,283,268,292,246,553,203,0,147,478,0,140,2,24,117
"822",272,160,66,1876,386,146,240,280,267,292,243,525,191,0,148,453,0,144,2,18,600
"823",271,160,66,1903,386,144,242,278,266,291,240,539,198,0,147,461,0,150,2,19,300
"824",270,159,65,1930,386,143,243,276,266,290,239,495,176,0,144,422,0,33,2,45,250
"825",273,146,67,1547,371,154,217,279,270,288,248,632,232,0,148,542,0,171,2,6,2500
"826",270,127,68,1208,351,165,186,277,264,279,251,775,286,0,146,661,0,505,2,11,500
"827",272,155,64,2079,388,148,240,280,267,295,240,413,142,0,143,351,1,113,3,37,0
"828",254,128,69,1865,331,146,185,272,237,273,228,366,137,0,154,323,0,285,2,44,133
"829",273,161,66,1824,389,146,243,278,271,293,245,554,190,0,142,469,0,38,2,39,600
"830",265,147,69,1602,356,145,211,276,267,280,240,560,218,0,154,491,0,132,2,20,0
"831",267,143,68,1624,358,148,210,277,260,282,241,583,222,0,152,509,0,144,2,9,200
"832",271,154,64,2055,385,147,238,278,282,293,239,409,141,0,141,347,1,110,4,40,63
"833",272,141,68,1428,363,157,206,277,268,285,248,663,248,0,147,569,0,178,2,15,250
"834",277,160,66,1852,390,149,241,286,272,296,248,547,194,0,147,470,0,147,2,14,550
"835",254,128,69,1778,332,147,185,272,238,272,229,381,143,0,156,337,0,222,2,45,300
"836",273,158,67,1738,380,147,233,282,267,290,245,562,206,0,150,486,0,143,2,24,650
"837",258,135,69,1906,340,145,195,276,251,277,230,348,127,0,148,302,0,270,3,30,117
"838",262,144,70,1598,349,144,205,274,242,277,237,521,203,0,154,459,1,322,1,38,300
"839",284,157,63,2177,403,156,247,291,261,307,251,420,139,0,138,350,2,27,3,33,50
"840",272,160,65,1916,389,145,244,276,270,293,242,511,176,0,142,430,0,36,2,37,300
"841",277,159,66,1844,388,150,238,286,271,296,248,551,198,0,149,475,0,145,2,10,200
"842",253,127,67,1937,332,145,187,273,235,274,227,368,139,0,155,324,0,288,1,37,250
"843",253,127,69,1817,331,147,184,272,237,272,228,367,137,0,154,324,0,324,2,41,100
"844",272,160,65,1918,390,145,245,276,271,293,242,507,174,0,141,426,0,36,2,36,300
"845",275,161,66,1825,390,148,242,280,272,294,246,555,188,0,142,471,1,36,3,31,667
"846",274,139,66,1437,368,160,208,278,273,287,251,715,255,0,143,602,0,55,2,19,600
"847",267,154,67,1834,373,144,229,276,260,286,238,469,169,0,146,406,0,126,2,42,125
